2025-07-30T21:27:38.526174,pacman.log,Jul 30 21:27:38	LabSZ	8661	input_userauth_request: invalid user chen [preauth],anomaly
2025-07-30T21:27:41.831435,pacman.log,Jul 30 21:27:41	testvm	12905	sudo: user4: command not allowed ; TTY=pts/1 ; PWD=/home/user1 ; USER=root ; COMMAND=/bin/cat /etc/shadow,anomaly
2025-07-30T21:27:44.089409,pacman.log,Jul 30 21:27:44	prod1	15738	pam_unix(sshd:session): session opened for user webmaster by (uid=1),normal
2025-07-30T21:27:47.375251,pacman.log,Jul 30 21:27:47	prod1	5583	kernel: myapp[450019]: segfault at 7f0a00000000 ip 00007f0a4e4c0000 sp 00007ffde1e07000 error 2 in libpthread-4.97.so[7f0a4e480000+19000],anomaly
2025-07-30T21:27:49.671704,pacman.log,Jul 30 21:27:49	server	11549	Did not receive identification string from 217.160.144.97,normal
2025-07-30T21:27:52.017756,pacman.log,Jul 30 21:27:51	server	10333	pam_unix(sshd:session): session opened for user backup by (uid=4),normal
2025-07-30T21:27:54.396618,pacman.log,Jul 30 21:27:54	testvm	15390	Received disconnect from 73.63.169.134: 37: disconnected by user,normal
2025-07-30T21:27:57.426059,pacman.log,Jul 30 21:27:57	server	27403	kernel: myapp[366983]: segfault at 7f0a00000000 ip 00007f0a4e4c0000 sp 00007ffde1e07000 error 6 in libpthread-2.24.so[7f0a4e480000+19000],anomaly
2025-07-30T21:28:01.429420,pacman.log,Jul 30 21:28:01	prod1	11749	pam_unix(sshd:session): session closed for user ubuntu,normal
2025-07-30T21:28:05.995324,pacman.log,Jul 30 21:28:05	server	18829	fatal: Write failed: Connection reset by peer [preauth],anomaly
2025-07-30T21:28:08.277875,pacman.log,Jul 30 21:28:08	LabSZ	9032	Received disconnect from 166.237.84.247: 28: Bye Bye [preauth],normal
2025-07-30T21:28:11.188251,pacman.log,Jul 30 21:28:11	prod1	16893	kernel: [12346.318976] Kernel panic - attempted to kill init! exitcode=0x00000009,anomaly
2025-07-30T21:28:15.343031,pacman.log,Jul 30 21:28:15	server	21462	PAM service(sshd) ignoring max retries; 7 > 1,normal
2025-07-30T21:28:17.548901,pacman.log,Jul 30 21:28:17	server	9461	Did not receive identification string from 182.32.191.50,normal
2025-07-30T21:28:19.825758,pacman.log,Jul 30 21:28:19	LabSZ	25415	Received disconnect from 33.9.10.42: 84: disconnected by user,normal
2025-07-30T21:28:22.367536,pacman.log,Jul 30 21:28:22	server	6164	Received disconnect from 107.33.146.197: 43: Closed due to user request [preauth],normal
2025-07-30T21:28:26.874076,pacman.log,Jul 30 21:28:26	server	4822	sudo: oracle : 3 incorrect password attempts ; TTY=pts/2 ; PWD=/home/user2 ; USER=root ; COMMAND=/usr/bin/vim /etc/sudoers,anomaly
2025-07-30T21:28:31.852411,pacman.log,Jul 30 21:28:31	LabSZ	6298	Did not receive identification string from 184.79.69.175,normal
2025-07-30T21:28:36.138476,pacman.log,Jul 30 21:28:36	server	6046	Accepted password for admin from 201.184.30.167 port 37115 ssh8,normal
2025-07-30T21:28:40.070967,pacman.log,Jul 30 21:28:40	server	8849	PAM service(sshd) ignoring max retries; 6 > 4,normal
2025-07-30T21:28:42.455633,pacman.log,Jul 30 21:28:42	server	27808	Connection closed by 132.10.126.1 [preauth],normal
2025-07-30T21:28:46.903607,pacman.log,Jul 30 21:28:46	prod1	9424	Received disconnect from 214.105.99.113: 59: disconnected by user,normal
2025-07-30T21:28:51.097297,pacman.log,Jul 30 21:28:51	server	24381	pam_unix(sshd:session): session opened for user ubuntu by (uid=4),normal
2025-07-30T21:28:54.887973,pacman.log,Jul 30 21:28:54	LabSZ	27814	Received disconnect from 63.185.193.183: 76: disconnected by user,normal
2025-07-30T21:28:59.382035,pacman.log,Jul 30 21:28:59	testvm	17938	Received disconnect from 33.6.139.84: 31: Bye Bye [preauth],normal
2025-07-30T21:29:03.918000,pacman.log,Jul 30 21:29:03	server	9793	Received disconnect from 19.32.207.219: 29: disconnected by user,normal
2025-07-30T21:29:08.383172,pacman.log,Jul 30 21:29:08	testvm	3985	fatal: Write failed: Connection reset by peer [preauth],anomaly
2025-07-30T21:29:11.524120,pacman.log,Jul 30 21:29:11	server	5689	Connection closed by 227.249.201.157 [preauth],normal
2025-07-30T21:29:14.527853,pacman.log,Jul 30 21:29:14	prod1	1726	Received disconnect from 40.229.214.122: 63: Bye Bye [preauth],normal
2025-07-30T21:29:18.670876,pacman.log,Jul 30 21:29:18	testvm	2545	PAM service(sshd) ignoring max retries; 6 > 4,normal
2025-07-30T21:29:22.923144,pacman.log,Jul 30 21:29:22	prod1	3232	Accepted password for webmaster from 18.71.173.80 port 25808 ssh6,normal
2025-07-30T21:29:27.659670,pacman.log,Jul 30 21:29:27	server	16073	Received disconnect from 187.72.61.41: 53: Bye Bye [preauth],normal
2025-07-30T21:29:30.266405,pacman.log,Jul 30 21:29:30	LabSZ	19230	Accepted password for webmaster from 174.158.146.58 port 13962 ssh9,normal
2025-07-30T21:29:34.220922,pacman.log,Jul 30 21:29:34	prod1	13220	Invalid user pgadmin from 75.206.135.209,anomaly
2025-07-30T21:29:37.064091,pacman.log,Jul 30 21:29:36	server	12095	pam_unix(sshd:session): session opened for user oracle by (uid=2),normal
2025-07-30T21:29:41.239100,pacman.log,Jul 30 21:29:41	server	6930	Received disconnect from 118.49.146.148: 75: Bye Bye [preauth],normal
2025-07-30T21:29:44.631482,pacman.log,Jul 30 21:29:44	prod1	28345	Received disconnect from 137.63.114.248: 22: Closed due to user request [preauth],normal
2025-07-30T21:29:49.407218,pacman.log,Jul 30 21:29:49	server	15134	Received disconnect from 52.58.10.163: 84: Closed due to user request [preauth],normal
2025-07-30T21:29:53.995003,pacman.log,Jul 30 21:29:53	prod1	9811	pam_unix(sshd:session): session closed for user ubuntu,normal
2025-07-30T21:29:57.191062,pacman.log,Jul 30 21:29:57	testvm	27141	Received disconnect from 9.250.97.201: 44: Closed due to user request [preauth],normal
2025-07-30T21:30:02.070380,pacman.log,Jul 30 21:30:02	LabSZ	22696	reverse mapping checking getaddrinfo for ns.randomdomain.com [60.67.246.213] failed - POSSIBLE BREAK-IN ATTEMPT!,anomaly
2025-07-30T21:30:04.376567,pacman.log,Jul 30 21:30:04	LabSZ	27918	pam_unix(sshd:session): session closed for user fztu,normal
2025-07-30T21:30:07.569213,pacman.log,Jul 30 21:30:07	prod1	10345	Disconnecting: Too many authentication failures for 123 [preauth],anomaly
2025-07-30T21:30:10.968903,pacman.log,Jul 30 21:30:10	testvm	18866	Accepted password for chen from 131.42.101.15 port 56794 ssh2,normal
2025-07-30T21:30:15.187913,pacman.log,Jul 30 21:30:15	LabSZ	1380	PAM service(sshd) ignoring max retries; 6 > 4,normal
2025-07-30T21:30:17.711814,pacman.log,Jul 30 21:30:17	LabSZ	24595	pam_unix(sshd:session): session closed for user ubuntu,normal
2025-07-30T21:30:20.803104,pacman.log,Jul 30 21:30:20	LabSZ	11547	PAM service(sshd) ignoring max retries; 7 > 1,normal
2025-07-30T21:30:24.285633,pacman.log,Jul 30 21:30:24	server	18275	pam_unix(sshd:session): session closed for user test,normal
2025-07-30T21:30:26.842019,pacman.log,Jul 30 21:30:26	server	21091	Received disconnect from 152.64.99.31: 41: Closed due to user request [preauth],normal
2025-07-30T21:30:31.113149,pacman.log,Jul 30 21:30:31	testvm	4565	Accepted password for chen from 153.70.32.10 port 52724 ssh4,normal
2025-07-30T21:30:35.860658,pacman.log,Jul 30 21:30:35	server	1356	error: maximum authentication attempts exceeded for ubuntu from 44.184.49.238 port 46065,anomaly
2025-07-30T21:30:40.368450,pacman.log,Jul 30 21:30:40	prod1	15491	Accepted password for chen from 187.116.120.17 port 61456 ssh3,normal
2025-07-30T21:30:43.353082,pacman.log,Jul 30 21:30:43	LabSZ	12610	Received disconnect from 182.68.56.104: 75: Closed due to user request [preauth],normal
2025-07-30T21:30:47.700139,pacman.log,Jul 30 21:30:47	server	14248	pam_unix(sshd:session): session closed for user root,normal
2025-07-30T21:30:49.846997,pacman.log,Jul 30 21:30:49	prod1	13927	pam_unix(sshd:auth): authentication failure; logname= uid=5 euid=4 tty=ssh ruser= rhost=26.143.48.135,anomaly
2025-07-30T21:30:52.291309,pacman.log,Jul 30 21:30:52	LabSZ	18362	pam_unix(sshd:auth): authentication failure; logname= uid=8 euid=2 tty=ssh ruser= rhost=117.26.6.222,anomaly
2025-07-30T21:30:56.755137,pacman.log,Jul 30 21:30:56	testvm	25783	sudo: user2: command not allowed ; TTY=pts/1 ; PWD=/home/user2 ; USER=root ; COMMAND=/bin/cat /etc/shadow,anomaly
2025-07-30T21:30:58.893440,pacman.log,Jul 30 21:30:58	testvm	29561	Connection closed by 54.185.205.109 [preauth],normal
2025-07-30T21:31:01.540145,pacman.log,Jul 30 21:31:01	testvm	29674	PAM service(sshd) ignoring max retries; 8 > 3,normal
2025-07-30T21:31:05.140858,pacman.log,Jul 30 21:31:05	testvm	11187	pam_unix(sshd:auth): authentication failure; logname= uid=8 euid=1 tty=ssh ruser= rhost=111.175.62.166,anomaly
2025-07-30T21:31:07.768248,pacman.log,Jul 30 21:31:07	testvm	24481	Received disconnect from 49.134.73.205: 18: Bye Bye [preauth],normal
2025-07-30T21:31:11.606052,pacman.log,Jul 30 21:31:11	LabSZ	6071	message repeated 2 times: [ Failed password for root from 222.102.54.2 port 32140 ssh8],anomaly
2025-07-30T21:31:16.457181,pacman.log,Jul 30 21:31:16	prod1	16964	Received disconnect from 3.157.185.247: 51: Bye Bye [preauth],normal
2025-07-30T21:31:21.338557,pacman.log,Jul 30 21:31:21	prod1	27115	Failed password for invalid user ubuntu from 191.43.14.77 port 63421 ssh5,anomaly
2025-07-30T21:31:23.572138,pacman.log,Jul 30 21:31:23	testvm	6347	Did not receive identification string from 1.80.23.138,normal
2025-07-30T21:31:27.757266,pacman.log,Jul 30 21:31:27	prod1	5684	Received disconnect from 157.231.202.243: 42: Closed due to user request [preauth],normal
2025-07-30T21:31:30.721217,pacman.log,Jul 30 21:31:30	server	12243	fatal: Read from socket failed: Connection reset by peer,anomaly
2025-07-30T21:31:33.591119,pacman.log,Jul 30 21:31:33	LabSZ	1391	pam_unix(sshd:session): session opened for user ubuntu by (uid=3),normal
2025-07-30T21:31:38.216000,pacman.log,Jul 30 21:31:38	testvm	14294	pam_unix(sshd:auth): authentication failure; logname= uid=8 euid=2 tty=ssh ruser= rhost=22.119.70.62,anomaly
2025-07-30T21:31:40.851568,pacman.log,Jul 30 21:31:40	testvm	6729	Connection closed by 170.17.209.74 [preauth],normal
2025-07-30T21:34:52.991035,pacman.log,Jul 30 21:34:52	prod1	13533	Connection closed by 28.104.114.74 [preauth],normal
2025-07-30T21:34:56.407443,pacman.log,Jul 30 21:34:56	testvm	17942	Received disconnect from 193.126.80.112: 69: disconnected by user,normal
2025-07-30T21:35:00.690238,pacman.log,Jul 30 21:35:00	LabSZ	24366	sudo: oracle : 3 incorrect password attempts ; TTY=pts/2 ; PWD=/home/user2 ; USER=root ; COMMAND=/usr/bin/vim /etc/sudoers,anomaly
2025-07-30T21:35:03.714902,pacman.log,Jul 30 21:35:03	LabSZ	22065	Did not receive identification string from 80.175.171.126,normal
2025-07-30T21:35:06.975564,pacman.log,Jul 30 21:35:06	prod1	23643	Accepted password for chen from 66.123.57.130 port 46970 ssh8,normal
2025-07-30T21:35:10.427007,pacman.log,Jul 30 21:35:10	server	1352	Did not receive identification string from 136.177.71.106,normal
2025-07-30T21:35:14.646661,pacman.log,Jul 30 21:35:14	prod1	14223	Connection closed by 247.184.177.18 [preauth],normal
2025-07-30T21:35:19.136693,pacman.log,Jul 30 21:35:19	testvm	25885	Received disconnect from 214.4.17.227: 48: Closed due to user request [preauth],normal
2025-07-30T21:35:23.444890,pacman.log,Jul 30 21:35:23	server	29299	pam_unix(sshd:session): session opened for user webmaster by (uid=4),normal
2025-07-30T21:35:26.299189,pacman.log,Jul 30 21:35:26	prod1	14707	pam_unix(sshd:session): session closed for user admin,normal
2025-07-30T21:35:29.137329,pacman.log,Jul 30 21:35:29	prod1	16388	Did not receive identification string from 126.76.204.253,normal
2025-07-30T21:35:32.570418,pacman.log,Jul 30 21:35:32	testvm	2160	Received disconnect from 49.94.163.174: 48: disconnected by user,normal
2025-07-30T21:35:36.447796,pacman.log,Jul 30 21:35:36	server	5378	pam_unix(sshd:session): session opened for user ubuntu by (uid=1),normal
2025-07-30T21:35:39.375231,pacman.log,"Jul 30 21:35:39	testvm	24526	systemd[1]: myapp.service: Main process exited, code=killed, status=42/SEGV",normal
2025-07-30T21:35:43.303546,pacman.log,Jul 30 21:35:43	LabSZ	18296	Did not receive identification string from 114.56.215.95,normal
2025-07-30T21:35:45.495212,pacman.log,Jul 30 21:35:45	prod1	5485	pam_unix(sshd:session): session closed for user ubuntu,normal
2025-07-30T21:35:47.895929,pacman.log,Jul 30 21:35:47	prod1	1346	Received disconnect from 102.6.105.184: 20: disconnected by user,normal
2025-07-30T21:35:52.836484,pacman.log,Jul 30 21:35:52	LabSZ	26425	Did not receive identification string from 180.174.28.175,normal
2025-07-30T21:35:54.858819,pacman.log,Jul 30 21:35:54	server	20564	Connection closed by 206.205.91.186 [preauth],normal
2025-07-30T21:35:59.752493,pacman.log,Jul 30 21:35:59	prod1	15312	Received disconnect from 193.111.116.131: 99: Closed due to user request [preauth],normal
2025-07-30T21:36:03.485834,pacman.log,Jul 30 21:36:03	prod1	28098	error: Received disconnect from 102.215.173.62: 64214: No more user authentication methods available. [preauth],anomaly
2025-07-30T21:36:06.278959,pacman.log,Jul 30 21:36:06	LabSZ	13356	pam_unix(sshd:session): session opened for user backup by (uid=1),normal
2025-07-30T21:36:08.908044,pacman.log,Jul 30 21:36:08	prod1	19814	pam_unix(sshd:session): session closed for user guest,normal
2025-07-30T21:36:10.165544,journalctl,<info>  [1753891569.7018] policy: set 'NFSU' (wlp0s20f3) as default for IPv6 routing and DNS,normal
2025-07-30T21:36:12.129028,pacman.log,Jul 30 21:36:12	prod1	9366	Did not receive identification string from 43.177.38.48,normal
2025-07-30T21:36:16.179753,pacman.log,Jul 30 21:36:16	testvm	25790	Accepted password for pgadmin from 174.160.200.189 port 15297 ssh8,normal
2025-07-30T21:36:19.354150,pacman.log,Jul 30 21:36:19	testvm	15146	Received disconnect from 187.214.101.228: 54: disconnected by user,normal
2025-07-30T21:36:23.757108,pacman.log,Jul 30 21:36:23	prod1	18655	PAM 10 more authentication failures; logname= uid=4 euid=5 tty=ssh ruser= rhost=228.95.8.88  user=guest,anomaly
2025-07-30T21:36:26.679396,pacman.log,Jul 30 21:36:26	server	16386	Received disconnect from 126.230.109.253: 94: Bye Bye [preauth],normal
2025-07-30T21:36:29.336991,pacman.log,Jul 30 21:36:29	testvm	4090	pam_unix(sshd:session): session closed for user webmaster,normal
2025-07-30T21:36:33.897210,pacman.log,Jul 30 21:36:33	LabSZ	25656	Connection closed by 238.199.115.71 [preauth],normal
2025-07-30T21:36:36.782889,pacman.log,Jul 30 21:36:36	server	18351	pam_unix(sshd:session): session closed for user test,normal
2025-07-30T21:36:40.837000,pacman.log,Jul 30 21:36:40	testvm	2821	pam_unix(sshd:session): session opened for user test by (uid=1),normal
2025-07-30T21:36:43.010327,pacman.log,Jul 30 21:36:42	prod1	25588	Did not receive identification string from 19.38.138.120,normal
2025-07-30T21:36:46.854615,pacman.log,Jul 30 21:36:46	server	16801	Did not receive identification string from 112.89.26.148,normal
2025-07-30T21:36:50.261722,pacman.log,Jul 30 21:36:50	testvm	9811	Accepted password for pgadmin from 195.3.164.61 port 48375 ssh6,normal
2025-07-30T21:36:52.898460,pacman.log,Jul 30 21:36:52	prod1	25333	Received disconnect from 114.173.128.160: 29: disconnected by user,normal
2025-07-30T21:36:56.347860,pacman.log,Jul 30 21:36:56	LabSZ	2598	fatal: Read from socket failed: Connection reset by peer,anomaly
2025-07-30T21:36:59.950617,pacman.log,Jul 30 21:36:59	testvm	7747	pam_unix(sshd:auth): authentication failure; logname= uid=7 euid=1 tty=ssh ruser= rhost=118.206.101.1,anomaly
2025-07-30T21:37:02.541160,pacman.log,Jul 30 21:37:02	prod1	20199	sudo: user4: command not allowed ; TTY=pts/1 ; PWD=/home/user8 ; USER=root ; COMMAND=/bin/cat /etc/shadow,anomaly
2025-07-30T21:37:05.226272,pacman.log,Jul 30 21:37:05	server	12385	kernel: myapp[908369]: segfault at 7f0a00000000 ip 00007f0a4e4c0000 sp 00007ffde1e07000 error 5 in libpthread-2.24.so[7f0a4e480000+19000],anomaly
2025-07-30T21:37:08.509842,pacman.log,Jul 30 21:37:08	testvm	9545	pam_unix(sshd:session): session opened for user webmaster by (uid=3),normal
2025-07-30T21:37:11.901776,pacman.log,Jul 30 21:37:11	LabSZ	23073	Received disconnect from 228.130.11.217: 33: Bye Bye [preauth],normal
2025-07-30T21:37:14.557597,pacman.log,Jul 30 21:37:14	prod1	10201	Did not receive identification string from 101.143.125.239,normal
2025-07-30T21:37:17.479187,pacman.log,Jul 30 21:37:17	testvm	22532	Accepted password for webmaster from 196.94.220.94 port 63539 ssh9,normal
2025-07-30T21:37:22.194278,pacman.log,Jul 30 21:37:22	prod1	14406	Received disconnect from 46.196.25.102: 17: disconnected by user,normal
2025-07-30T21:37:26.163805,pacman.log,Jul 30 21:37:26	LabSZ	7127	Did not receive identification string from 195.45.79.51,normal
2025-07-30T21:37:29.258267,pacman.log,Jul 30 21:37:29	server	6049	Received disconnect from 55.98.237.2: 18: disconnected by user,normal
2025-07-30T21:37:33.947250,pacman.log,Jul 30 21:37:33	testvm	21385	Received disconnect from 16.149.150.68: 60: Bye Bye [preauth],normal
2025-07-30T21:37:36.767395,pacman.log,Jul 30 21:37:36	LabSZ	4734	pam_unix(sshd:session): session closed for user fztu,normal
2025-07-30T21:37:39.745373,pacman.log,Jul 30 21:37:39	server	17058	pam_unix(sshd:session): session opened for user guest by (uid=3),normal
2025-07-30T21:37:42.226258,pacman.log,Jul 30 21:37:42	testvm	2639	Did not receive identification string from 179.197.222.191,normal
2025-07-30T21:37:45.368127,pacman.log,Jul 30 21:37:45	server	9891	Failed password for invalid user root from 69.250.64.165 port 41052 ssh3,anomaly
2025-07-30T21:37:49.313188,pacman.log,Jul 30 21:37:49	server	26463	Received disconnect from 33.100.97.103: 29: disconnected by user,normal
2025-07-30T21:37:53.427509,pacman.log,Jul 30 21:37:53	prod1	18494	Accepted password for admin from 90.91.184.23 port 51719 ssh3,normal
2025-07-30T21:37:57.462549,pacman.log,Jul 30 21:37:57	server	14661	fatal: Write failed: Connection reset by peer [preauth],anomaly
2025-07-30T21:38:00.829164,pacman.log,Jul 30 21:38:00	server	12691	Received disconnect from 111.33.228.205: 42: disconnected by user,normal
2025-07-30T21:38:03.623024,pacman.log,Jul 30 21:38:03	server	29981	Received disconnect from 22.232.105.204: 63: disconnected by user,normal
2025-07-30T21:38:06.899037,pacman.log,Jul 30 21:38:06	testvm	6681	Connection closed by 103.215.198.45 [preauth],normal
2025-07-30T21:38:11.539458,pacman.log,Jul 30 21:38:11	testvm	10978	Connection closed by 53.178.241.79 [preauth],normal
2025-07-30T21:38:15.430193,pacman.log,Jul 30 21:38:15	server	17372	Connection closed by 218.114.161.87 [preauth],normal
2025-07-30T21:38:19.538946,pacman.log,"Jul 30 21:38:19	server	28946	kernel: panic occurred, switching back to text console",anomaly
2025-07-30T21:38:23.832399,pacman.log,Jul 30 21:38:23	server	10624	Did not receive identification string from 81.35.93.15,normal
2025-07-30T21:38:27.004786,pacman.log,Jul 30 21:38:26	server	18688	Accepted password for test from 69.119.185.52 port 46066 ssh1,normal
2025-07-30T21:38:29.551818,pacman.log,Jul 30 21:38:29	server	24281	Received disconnect from 48.200.186.80: 68: Closed due to user request [preauth],normal
2025-07-30T21:38:32.254525,pacman.log,Jul 30 21:38:32	testvm	19567	pam_unix(sshd:session): session opened for user root by (uid=2),normal
2025-07-30T21:38:34.422450,pacman.log,Jul 30 21:38:34	LabSZ	9033	Accepted password for admin from 82.202.228.51 port 63231 ssh6,normal
2025-07-30T21:38:36.954638,pacman.log,Jul 30 21:38:36	server	1646	Connection closed by 84.76.37.183 [preauth],normal
2025-07-30T21:38:41.866291,pacman.log,Jul 30 21:38:41	prod1	20425	Received disconnect from 205.131.99.132: 88: Closed due to user request [preauth],normal
2025-07-30T21:38:44.239526,pacman.log,Jul 30 21:38:44	LabSZ	17102	PAM service(sshd) ignoring max retries; 8 > 1,normal
2025-07-30T21:38:48.632910,pacman.log,Jul 30 21:38:48	testvm	16662	Did not receive identification string from 135.96.135.25,normal
2025-07-30T21:38:52.445343,pacman.log,Jul 30 21:38:52	LabSZ	2921	Received disconnect from 144.119.162.103: 47: Bye Bye [preauth],normal
2025-07-30T21:38:56.453758,pacman.log,Jul 30 21:38:56	prod1	28788	pam_unix(sshd:auth): authentication failure; logname= uid=6 euid=4 tty=ssh ruser= rhost=140.167.109.61,anomaly
2025-07-30T21:39:00.626023,pacman.log,Jul 30 21:39:00	testvm	2519	pam_unix(sshd:session): session opened for user chen by (uid=3),normal
2025-07-30T21:39:03.246296,pacman.log,Jul 30 21:39:03	prod1	6786	reverse mapping checking getaddrinfo for ns.randomdomain.com [231.63.36.150] failed - POSSIBLE BREAK-IN ATTEMPT!,anomaly
2025-07-30T21:39:05.585852,pacman.log,Jul 30 21:39:05	LabSZ	2191	pam_unix(sshd:auth): authentication failure; logname= uid=8 euid=3 tty=ssh ruser= rhost=67.187.232.180,anomaly
2025-07-30T21:39:10.320423,pacman.log,Jul 30 21:39:10	prod1	18386	pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=127.217.221.12,anomaly
2025-07-30T21:39:14.245671,pacman.log,Jul 30 21:39:14	prod1	19543	Received disconnect from 193.80.47.137: 33: Bye Bye [preauth],normal
2025-07-30T21:39:18.652494,pacman.log,Jul 30 21:39:18	LabSZ	26847	sudo: pam_unix(sudo:auth): authentication failure; logname=webmaster1 uid=432861 euid=2 tty=/dev/pts/2 ruser=user1 rhost=  user=root,anomaly
2025-07-30T21:39:22.338177,pacman.log,Jul 30 21:39:22	LabSZ	20222	Received disconnect from 241.122.139.107: 84: Closed due to user request [preauth],normal
2025-07-30T21:39:26.800523,pacman.log,Jul 30 21:39:26	prod1	27243	Connection closed by 99.56.216.84 [preauth],normal
2025-07-30T21:39:31.508644,pacman.log,Jul 30 21:39:31	LabSZ	24296	myservice[519658]: segfault at 000000000000 ip 00007f0a4e4b623a sp 00007ffde1e08a50 error 1 in libc-8.53.so[519658],anomaly
2025-07-30T21:39:34.944961,pacman.log,Jul 30 21:39:34	server	25943	pam_unix(sshd:session): session opened for user test by (uid=1),normal
2025-07-30T21:39:38.891186,pacman.log,Jul 30 21:39:38	testvm	12575	Did not receive identification string from 237.254.178.254,normal
2025-07-30T21:39:41.256066,pacman.log,Jul 30 21:39:41	prod1	12691	pam_unix(sshd:session): session opened for user ubuntu by (uid=4),normal
2025-07-30T21:39:44.271676,pacman.log,Jul 30 21:39:44	prod1	9260	pam_unix(sshd:session): session opened for user backup by (uid=3),normal
2025-07-30T21:39:48.119970,pacman.log,"Jul 30 21:39:48	LabSZ	10732	systemd[1]: myapp.service: Main process exited, code=killed, status=27/SEGV",normal
2025-07-30T21:39:50.929721,pacman.log,Jul 30 21:39:50	LabSZ	29331	Received disconnect from 249.76.62.15: 60: Bye Bye [preauth],normal
2025-07-30T21:39:53.728420,pacman.log,Jul 30 21:39:53	server	3563	pam_unix(sshd:session): session closed for user webmaster,normal
2025-07-30T21:39:57.125733,pacman.log,Jul 30 21:39:57	testvm	1476	Accepted password for oracle from 105.117.164.99 port 9974 ssh1,normal
2025-07-30T21:40:00.301067,pacman.log,Jul 30 21:40:00	server	16299	pam_unix(sshd:session): session opened for user guest by (uid=1),normal
2025-07-30T21:40:02.669080,pacman.log,Jul 30 21:40:02	testvm	26587	Received disconnect from 44.240.123.109: 76: disconnected by user,normal
2025-07-30T21:40:05.503537,pacman.log,Jul 30 21:40:05	prod1	27922	PAM service(sshd) ignoring max retries; 8 > 1,normal
2025-07-30T21:40:09.791800,pacman.log,Jul 30 21:40:09	prod1	6253	PAM service(sshd) ignoring max retries; 8 > 2,normal
2025-07-30T21:40:12.820371,pacman.log,Jul 30 21:40:12	server	15156	Accepted password for root from 254.83.163.22 port 35569 ssh9,normal
2025-07-30T21:40:16.829929,pacman.log,Jul 30 21:40:16	prod1	24253	pam_unix(sshd:session): session opened for user chen by (uid=3),normal
2025-07-30T21:40:20.802527,pacman.log,Jul 30 21:40:20	testvm	18304	PAM service(sshd) ignoring max retries; 5 > 4,normal
2025-07-30T21:40:25.653654,pacman.log,Jul 30 21:40:25	server	9563	pam_unix(sshd:session): session closed for user guest,normal
2025-07-30T21:40:27.930285,pacman.log,Jul 30 21:40:27	testvm	14102	pam_unix(sshd:session): session closed for user pgadmin,normal
2025-07-30T21:40:32.060243,pacman.log,Jul 30 21:40:32	server	11895	Did not receive identification string from 208.181.162.33,normal
2025-07-30T21:40:35.882575,pacman.log,Jul 30 21:40:35	prod1	11653	PAM service(sshd) ignoring max retries; 5 > 2,normal
2025-07-30T21:40:40.646288,pacman.log,Jul 30 21:40:40	prod1	18221	PAM service(sshd) ignoring max retries; 9 > 1,normal
